% 25176
% tac	manuf	model	aka
52027200	Quanta	BC88	
52027300	Taiwan Teleshop	Q1688F	
52027400	Quanta	Telsda TS288	
52027500	Quanta	AudiVox GW400	
52027600	Quanta	BC90	
52027700	Quanta	Telsda TS289	
52027800	Quanta	AudiVox GW400D	
52027900	Quanta	BC91	
52028000	Quanta	Leo727	
52028100	Quanta	Taiwan Teleshop Q1688	
52028200	Quanta	BC92	
52028300	Huang-Su Giya	H888	
52028400	Ericsson	A2618	A2618s,A2618sc
52028419	Ericsson	A2618	A2618s,A2618sc
52028442	Ericsson	A2618	A2618s,A2618sc
52028443	Ericsson	A2618	A2618s,A2618sc
52028445	Ericsson	A2618	A2618s,A2618sc
52028451	Ericsson	A2618	A2618s,A2618sc
52028461	Ericsson	A2618	A2618s,A2618sc
52028462	Ericsson	A2618	A2618s,A2618sc
52028463	Ericsson	A2618	A2618s,A2618sc
52028471	Ericsson	A2618	A2618s,A2618sc
52028500	Ericsson	A2618	A2618s,A2618sc
52028519	Ericsson	A2618	A2618s,A2618sc
52028542	Ericsson	A2618	A2618s,A2618sc
52028543	Ericsson	A2618	A2618s,A2618sc
52028545	Ericsson	A2618	A2618s,A2618sc
52028551	Ericsson	A2618	A2618s,A2618sc
52028561	Ericsson	A2618	A2618s,A2618sc
52028562	Ericsson	A2618	A2618s,A2618sc
52028563	Ericsson	A2618	A2618s,A2618sc
52028571	Ericsson	A2618	A2618s,A2618sc
52028600	Ericsson	A2618	A2618s,A2618sc
52028619	Ericsson	A2618	A2618s,A2618sc
52028642	Ericsson	A2618	A2618s,A2618sc
52028643	Ericsson	A2618	A2618s,A2618sc
52028645	Ericsson	A2618	A2618s,A2618sc
52028651	Ericsson	A2618	A2618s,A2618sc
52028661	Ericsson	A2618	A2618s,A2618sc
52028662	Ericsson	A2618	A2618s,A2618sc
52028663	Ericsson	A2618	A2618s,A2618sc
52028671	Ericsson	A2618	A2618s,A2618sc
52028700	Ericsson	A2618	A2618s,A2618sc
52028719	Ericsson	A2618	A2618s,A2618sc
52028742	Ericsson	A2618	A2618s,A2618sc
52028743	Ericsson	A2618	A2618s,A2618sc
52028745	Ericsson	A2618	A2618s,A2618sc
52028751	Ericsson	A2618	A2618s,A2618sc
52028761	Ericsson	A2618	A2618s,A2618sc
52028762	Ericsson	A2618	A2618s,A2618sc
52028763	Ericsson	A2618	A2618s,A2618sc
52028771	Ericsson	A2618	A2618s,A2618sc
52028800	Ericsson	A2618	A2618s,A2618sc
52028819	Ericsson	A2618	A2618s,A2618sc
52028842	Ericsson	A2618	A2618s,A2618sc
52028843	Ericsson	A2618	A2618s,A2618sc
52028845	Ericsson	A2618	A2618s,A2618sc
52028851	Ericsson	A2618	A2618s,A2618sc
52028861	Ericsson	A2618	A2618s,A2618sc
52028862	Ericsson	A2618	A2618s,A2618sc
52028863	Ericsson	A2618	A2618s,A2618sc
52028871	Ericsson	A2618	A2618s,A2618sc
52028900	Ericsson	A2618	A2618s,A2618sc
52028919	Ericsson	A2618	A2618s,A2618sc
52028942	Ericsson	A2618	A2618s,A2618sc
52028943	Ericsson	A2618	A2618s,A2618sc
52028945	Ericsson	A2618	A2618s,A2618sc
52028951	Ericsson	A2618	A2618s,A2618sc
52028961	Ericsson	A2618	A2618s,A2618sc
52028962	Ericsson	A2618	A2618s,A2618sc
52028963	Ericsson	A2618	A2618s,A2618sc
52028971	Ericsson	A2618	A2618s,A2618sc
52029000	Ericsson	A2618	A2618s,A2618sc
52029019	Ericsson	A2618	A2618s,A2618sc
52029042	Ericsson	A2618	A2618s,A2618sc
52029043	Ericsson	A2618	A2618s,A2618sc
52029045	Ericsson	A2618	A2618s,A2618sc
52029051	Ericsson	A2618	A2618s,A2618sc
52029061	Ericsson	A2618	A2618s,A2618sc
52029062	Ericsson	A2618	A2618s,A2618sc
52029063	Ericsson	A2618	A2618s,A2618sc
52029071	Ericsson	A2618	A2618s,A2618sc
52029100	Ericsson	A2618	A2618s,A2618sc
52029119	Ericsson	A2618	A2618s,A2618sc
52029142	Ericsson	A2618	A2618s,A2618sc
52029143	Ericsson	A2618	A2618s,A2618sc
52029145	Ericsson	A2618	A2618s,A2618sc
52029151	Ericsson	A2618	A2618s,A2618sc
52029161	Ericsson	A2618	A2618s,A2618sc
52029162	Ericsson	A2618	A2618s,A2618sc
52029163	Ericsson	A2618	A2618s,A2618sc
52029171	Ericsson	A2618	A2618s,A2618sc
52029200	Ericsson	A2618	A2618s,A2618sc
52029219	Ericsson	A2618	A2618s,A2618sc
52029242	Ericsson	A2618	A2618s,A2618sc
52029243	Ericsson	A2618	A2618s,A2618sc
52029245	Ericsson	A2618	A2618s,A2618sc
52029251	Ericsson	A2618	A2618s,A2618sc
52029261	Ericsson	A2618	A2618s,A2618sc
52029262	Ericsson	A2618	A2618s,A2618sc
52029263	Ericsson	A2618	A2618s,A2618sc
52029271	Ericsson	A2618	A2618s,A2618sc
52029300	Ericsson	A2618	A2618s,A2618sc
52029319	Ericsson	A2618	A2618s,A2618sc
52029342	Ericsson	A2618	A2618s,A2618sc
52029343	Ericsson	A2618	A2618s,A2618sc
52029345	Ericsson	A2618	A2618s,A2618sc
52029351	Ericsson	A2618	A2618s,A2618sc
52029361	Ericsson	A2618	A2618s,A2618sc
52029362	Ericsson	A2618	A2618s,A2618sc
52029363	Ericsson	A2618	A2618s,A2618sc
52029371	Ericsson	A2618	A2618s,A2618sc
52029400	Quanta	Huang-Su Giya Q2688	
52029500	Quanta	Taiwan Teleshop Q1168	
52029600	Amoisonic	A8168	A8268
52029700	GVC	A758	
52029800	GVC	Funai 55GSM	
52029801	GVC	Funai 55GSM	
52029900	Quanta	Huang-Su Giya Q2588	
52030000	Konka	3218	
52030100	BenQ	56D2K	
52030102	Acer	56D2K	
52030200	GVC	GD328	
52030300	Amstrad	Neon2	
52030500	Ericsson	R380world	
52030545	Ericsson	R380s	sc
52030561	Ericsson	R380s	sc
52030569	Ericsson	R380s	sc
52030600	Ericsson	R380world	
52030700	Ericsson	A2628	A2628s,A2628sc
52030719	Ericsson	A2628	A2628s,A2628sc
52030720	Ericsson	A2628	A2628s,A2628sc
52030742	Ericsson	A2628	A2628s,A2628sc
52030743	Ericsson	A2628	A2628s,A2628sc
52030744	Ericsson	A2628	A2628s,A2628sc
52030745	Ericsson	A2628	A2628s,A2628sc
52030751	Ericsson	A2628	A2628s,A2628sc
52030761	Ericsson	A2628	A2628s,A2628sc
52030762	Ericsson	A2628	A2628s,A2628sc
52030763	Ericsson	A2628	A2628s,A2628sc
52030769	Ericsson	A2628	A2628s,A2628sc
52030771	Ericsson	A2628	A2628s,A2628sc
52030800	Ericsson	A2628	A2628s,A2628sc
52030871	Ericsson	1101502-BV	
52030900	Ericsson	A2628	A2628s,A2628sc
52031000	Ericsson	A2628	A2628s,A2628sc
52031100	Ericsson	A2628	A2628s,A2628sc
52031200	Ericsson	A2628	A2628s,A2628sc
52031300	Ericsson	A2628	A2628s,A2628sc
52031400	Ericsson	A2628	A2628s,A2628sc
52031500	Ericsson	A2628	A2628s,A2628sc
52031600	Ericsson	A2628	A2628s,A2628sc
52031700	Samsung	SGH-Q100	
52031799	Samsung	SGH-Q100	
52031800	Quanta	Giya Q1699	
52031900	Quanta	YA12	
52032000	Ericsson	R520m	R520mc
52032100	GVC	Eastcom EL650	
52032200	GVC	Ascom GDX350AS	
52032300	GVC	Ascom GDX350XLAS	
52032400	GVC	Tel.Me T909	
52032500	LG	LG-600	
52032526	LG	G600	
52032600	Ericsson	R520m	R520mc
52032700	Ericsson	R520m	R520mc
52032719	Ericsson	R520m	R520mc
52032742	Ericsson	R520m	R520mc
52032743	Ericsson	R520m	R520mc
52032744	Ericsson	R520m	R520mc
52032745	Ericsson	R520m	R520mc
52032751	Ericsson	R520m	R520mc
52032761	Ericsson	R520m	R520mc
52032762	Ericsson	R520m	R520mc
52032763	Ericsson	R520m	R520mc
52032769	Ericsson	R520m	R520mc
52032771	Ericsson	R520m	R520mc
52032800	Ericsson	R520m	R520mc
52032819	Ericsson	R520m	R520mc
52032842	Ericsson	R520m	R520mc
52032843	Ericsson	R520m	R520mc
52032844	Ericsson	R520m	R520mc
52032845	Ericsson	R520m	R520mc
52032851	Ericsson	R520m	R520mc
52032861	Ericsson	R520m	R520mc
52032862	Ericsson	R520m	R520mc
52032863	Ericsson	R520m	R520mc
52032869	Ericsson	R520m	R520mc
52032871	Ericsson	R520m	R520mc
52032900	Ericsson	R520m	R520mc
52032919	Ericsson	R520m	R520mc
52032942	Ericsson	R520m	R520mc
52032943	Ericsson	R520m	R520mc
52032944	Ericsson	R520m	R520mc
52032945	Ericsson	R520m	R520mc
52032951	Ericsson	R520m	R520mc
52032961	Ericsson	R520m	R520mc
52032962	Ericsson	R520m	R520mc
52032963	Ericsson	R520m	R520mc
52032969	Ericsson	R520m	R520mc
52032971	Ericsson	R520m	R520mc
52033000	Ericsson	R520m	R520mc
52033100	Ericsson	R520m	R520mc
52033200	Ericsson	R520m	R520mc
52033300	Ericsson	R520m	R520mc
52033400	Ericsson	R520m	R520mc
52033500	Ericsson	R520m	R520mc
52033600	Ericsson	T20s	T20sc
52033619	Ericsson	T20s	T20sc
52033642	Ericsson	T20s	T20sc
52033644	Ericsson	T20s	T20sc
52033645	Ericsson	T20s	T20sc
52033651	Ericsson	T20s	T20sc
52033661	Ericsson	T20s	T20sc
52033662	Ericsson	T20s	T20sc
52033663	Ericsson	T20s	T20sc
52033671	Ericsson	T20s	T20sc
52033700	Ericsson	T20s	T20sc
52033800	Siemens	TC35	C45,S30880-S5100,TC35 Term,TC35T,TC35TIM
52033841	Siemens	TC35	C45,S30880-S5100,TC35 Term,TC35T,TC35TIM
52033842	Siemens	TC35	C45,S30880-S5100,TC35 Term,TC35T,TC35TIM
52033900	Siemens	TC37	
52033941	Siemens	TC37	
52034000	Ericsson	T29s	T29sc
52034019	Ericsson	T29s	T29sc
52034042	Ericsson	T29s	T29sc
52034043	Ericsson	T29s	T29sc
52034044	Ericsson	T29s	T29sc
52034045	Ericsson	T29s	T29sc
52034051	Ericsson	T29s	T29sc
52034061	Ericsson	T29s	T29sc
52034062	Ericsson	T29s	T29sc
52034063	Ericsson	T29s	T29sc
52034069	Ericsson	T29s	T29sc
52034071	Ericsson	T29s	T29sc
52034100	Ericsson	T29s	T29sc
52034119	Ericsson	T29s	T29sc
52034142	Ericsson	T29s	T29sc
52034143	Ericsson	T29s	T29sc
52034144	Ericsson	T29s	T29sc
52034145	Ericsson	T29s	T29sc
52034151	Ericsson	T29s	T29sc
52034161	Ericsson	T29s	T29sc
52034162	Ericsson	T29s	T29sc
52034163	Ericsson	T29s	T29sc
52034169	Ericsson	T29s	T29sc
52034171	Ericsson	T29s	T29sc
52034200	Quanta	Giya Q1688F	
52034300	Quanta	Giya Q1689	
52034400	Ericsson	T20e	T20ec
52034419	Ericsson	T20e	T20ec
52034420	Ericsson	T20e	T20ec
52034442	Ericsson	T20e	T20ec
52034443	Ericsson	T20e	T20ec
52034444	Ericsson	T20e	T20ec
52034445	Ericsson	T20e	T20ec
52034451	Ericsson	T20e	T20ec
52034461	Ericsson	T20e	T20ec
52034462	Ericsson	T20e	T20ec
52034463	Ericsson	T20e	T20ec
52034469	Ericsson	T20e	T20ec
52034471	Ericsson	T20e	T20ec
52034500	Ericsson	T20e	T20ec
52034563	Ericsson	T20e	T20ec
52034600	Ericsson	R520m	R520mc
52034651	Ericsson	R520m	R520mc
52034700	Ericsson	R520m	R520mc
52034751	Ericsson	R520m	R520mc
52034800	Ericsson	R520m	R520mc
52034900	Ericsson	R520m	R520mc
52035000	Ericsson	R520m	R520mc
52035019	Ericsson	R520m	R520mc
52035042	Ericsson	R520m	R520mc
52035043	Ericsson	R520m	R520mc
52035044	Ericsson	R520m	R520mc
52035045	Ericsson	R520m	R520mc
52035051	Ericsson	R520m	R520mc
52035061	Ericsson	R520m	R520mc
52035062	Ericsson	R520m	R520mc
52035063	Ericsson	R520m	R520mc
52035069	Ericsson	R520m	R520mc
52035071	Ericsson	R520m	R520mc
52035100	Ericsson	R520m	R520mc
52035200	Ericsson	R520m	R520mc
52035300	Ericsson	R520m	R520mc
52035400	Ericsson	R520m	R520mc
52035500	Ericsson	R520m	R520mc
52035600	Ericsson	R520m	R520mc
52035700	Ericsson	R520m	R520mc
52035800	Ericsson	R520m	R520mc
52035900	Ericsson	R520m	R520mc
52036000	Ericsson	R520m	R520mc
52036100	Ericsson	R190	R190 Satellite
52036200	GVC	Haier H8328	
52036300	Quanta	Konka 7258	
52036400	Quanta	Ningo Bird 8180	
52036500	Quanta	Ningo Bird 8280	
52036600	Ericsson	T29s	T29sc
52036700	Ericsson	T29s	T29sc
52036800	Ericsson	T20e	T20ec
52036900	Ericsson	T20e	T20ec
52036919	Ericsson	T20e	T20ec
52036920	Ericsson	T20e	T20ec
52036942	Ericsson	T20e	T20ec
52036943	Ericsson	T20e	T20ec
52036944	Ericsson	T20e	T20ec
52036945	Ericsson	T20e	T20ec
52036951	Ericsson	T20e	T20ec
52036961	Ericsson	T20e	T20ec
52036962	Ericsson	T20e	T20ec
52036963	Ericsson	T20e	T20ec
52036969	Ericsson	T20e	T20ec
52036971	Ericsson	T20e	T20ec
52037000	Ericsson	T20e	T20ec
52037100	Ericsson	T20e	T20ec
52037200	Ericsson	T20e	T20ec
52037300	Ericsson	T20e	T20ec
52037319	Ericsson	T20e	T20ec
52037320	Ericsson	T20e	T20ec
52037342	Ericsson	T20e	T20ec
52037343	Ericsson	T20e	T20ec
52037344	Ericsson	T20e	T20ec
52037345	Ericsson	T20e	T20ec
52037351	Ericsson	T20e	T20ec
52037361	Ericsson	T20e	T20ec
52037362	Ericsson	T20e	T20ec
52037363	Ericsson	T20e	T20ec
52037369	Ericsson	T20e	T20ec
52037371	Ericsson	T20e	T20ec
52037400	Ericsson	T20e	T20ec
52037500	Ericsson	T20e	T20ec
52037600	Ericsson	T20e	T20ec
52037700	Ericsson	T20e	T20ec
52037800	Ericsson	A2638s	A2638sc
52037900	Ericsson	A2638s	A2638sc
52038000	Ericsson	A2638s	A2638sc
52038100	Ericsson	A2638s	A2638sc
52038162	Ericsson	1101503-CN	
52038200	Ericsson	A2638s	A2638sc
52038300	Ericsson	A2638s	A2638sc
52038400	Ericsson	A2668s	A2648s,A2648sc,A2668sc
52038500	Ericsson	A2668s	A2648s,A2648sc,A2668sc
52038600	Ericsson	A2668s	A2648s,A2648sc,A2668sc
52038700	Ericsson	A2668s	A2648s,A2648sc,A2668sc
52038800	Ericsson	A2668s	A2648s,A2648sc,A2668sc
52038900	Ericsson	A2668s	A2648s,A2648sc,A2668sc
52039000	Ericsson	6100104-BV	
52039100	Ericsson	R520m	R520mc
52039119	Ericsson	T39M	T39mc
52039142	Ericsson	T39M	T39mc
52039143	Ericsson	T39M	T39mc
52039144	Ericsson	T39M	T39mc
52039145	Ericsson	T39M	T39mc
52039151	Ericsson	T39M	T39mc
52039161	Ericsson	T39M	T39mc
52039162	Ericsson	T39M	T39mc
52039163	Ericsson	T39M	T39mc
52039169	Ericsson	T39M	T39mc
52039171	Ericsson	T39M	T39mc
52039200	Ericsson	T39M	T39mc
52039219	Ericsson	T39S	
52039242	Ericsson	T39S	
52039243	Ericsson	T39S	
52039244	Ericsson	T39S	
52039245	Ericsson	T39S	
52039251	Ericsson	T39S	
52039261	Ericsson	T39S	
52039262	Ericsson	T39S	
52039263	Ericsson	T39S	
52039269	Ericsson	T39S	
52039271	Ericsson	T39S	
52039300	Ericsson	T39M	T39mc
52039319	Ericsson	T39M	T39mc
52039342	Ericsson	T39M	T39mc
52039343	Ericsson	T39M	T39mc
52039344	Ericsson	T39M	T39mc
52039345	Ericsson	T39M	T39mc
52039351	Ericsson	T39M	T39mc
52039361	Ericsson	T39M	T39mc
52039362	Ericsson	T39M	T39mc
52039363	Ericsson	T39M	T39mc
52039369	Ericsson	T39M	T39mc
52039371	Ericsson	T39M	T39mc
52039400	Ericsson	T39M	T39mc
52039419	Ericsson	T39M	T39mc
52039442	Ericsson	T39M	T39mc
52039443	Ericsson	T39M	T39mc
52039444	Ericsson	T39M	T39mc
52039445	Ericsson	T39M	T39mc
52039451	Ericsson	T39M	T39mc
52039461	Ericsson	T39M	T39mc
52039462	Ericsson	T39M	T39mc
52039463	Ericsson	T39M	T39mc
52039469	Ericsson	T39M	T39mc
52039471	Ericsson	T39M	T39mc
52039500	Ericsson	T39M	T39mc
52039519	Ericsson	T39M	T39mc
52039542	Ericsson	T39M	T39mc
52039543	Ericsson	T39M	T39mc
52039544	Ericsson	T39M	T39mc
52039545	Ericsson	T39M	T39mc
52039551	Ericsson	T39M	T39mc
52039561	Ericsson	T39M	T39mc
52039562	Ericsson	T39M	T39mc
52039563	Ericsson	T39M	T39mc
52039569	Ericsson	T39M	T39mc
52039571	Ericsson	T39M	T39mc
52039600	Ericsson	T39M	T39mc
52039619	Ericsson	T39M	T39mc
52039642	Ericsson	T39M	T39mc
52039643	Ericsson	T39M	T39mc
52039644	Ericsson	T39M	T39mc
52039645	Ericsson	T39M	T39mc
52039651	Ericsson	T39M	T39mc
52039661	Ericsson	T39M	T39mc
52039662	Ericsson	T39M	T39mc
52039663	Ericsson	T39M	T39mc
52039669	Ericsson	T39M	T39mc
52039671	Ericsson	T39M	T39mc
52039700	Ericsson	T39M	T39mc
52039745	Ericsson	T39	T36
52039800	Ericsson	T39M	T39mc
52039819	Ericsson	T39M	T39mc
52039842	Ericsson	T39M	T39mc
52039843	Ericsson	T39M	T39mc
52039844	Ericsson	T39M	T39mc
52039845	Ericsson	T39M	T39mc
52039851	Ericsson	T39M	T39mc
52039861	Ericsson	T39M	T39mc
52039862	Ericsson	T39M	T39mc
52039863	Ericsson	T39M	T39mc
52039869	Ericsson	T39M	T39mc
52039871	Ericsson	T39M	T39mc
52039900	Ericsson	T39M	T39mc
52040000	Ericsson	T39M	T39mc
52040019	Ericsson	T39M	T39mc
52040042	Ericsson	T39M	T39mc
52040043	Ericsson	T39M	T39mc
52040044	Ericsson	T39M	T39mc
52040045	Ericsson	T39M	T39mc
52040051	Ericsson	T39M	T39mc
52040061	Ericsson	T39M	T39mc
52040062	Ericsson	T39M	T39mc
52040063	Ericsson	T39M	T39mc
52040069	Ericsson	T39M	T39mc
52040071	Ericsson	T39M	T39mc
52040100	Ericsson	T39M	T39mc
52040171	Ericsson	T39	T36
52040200	Ericsson	T39M	T39mc
52040271	Ericsson	T39	T36
52040300	Ericsson	T39M	T39mc
52040371	Ericsson	T39	T36
52040400	Ericsson	T39M	T39mc
52040471	Ericsson	T39	T36
52040500	Ericsson	T39M	T39mc
52040519	Ericsson	T39M	T39mc
52040542	Ericsson	T39M	T39mc
52040543	Ericsson	T39M	T39mc
52040544	Ericsson	T39M	T39mc
52040545	Ericsson	T39M	T39mc
52040551	Ericsson	T39M	T39mc
52040561	Ericsson	T39M	T39mc
52040562	Ericsson	T39M	T39mc
52040563	Ericsson	T39M	T39mc
52040569	Ericsson	T39M	T39mc
52040571	Ericsson	T39M	T39mc
52040600	Ericsson	T39M	T39mc
52040619	Ericsson	T39M	T39mc
52040642	Ericsson	T39M	T39mc
52040643	Ericsson	T39M	T39mc
52040644	Ericsson	T39M	T39mc
52040645	Ericsson	T39M	T39mc
52040651	Ericsson	T39M	T39mc
52040661	Ericsson	T39M	T39mc
52040662	Ericsson	T39M	T39mc
52040663	Ericsson	T39M	T39mc
52040669	Ericsson	T39M	T39mc
52040671	Ericsson	T39M	T39mc
52040700	Ericsson	T39M	T39mc
52040763	Ericsson	T39	T36
52040771	Ericsson	T39	T36
52040800	Ericsson	T39M	T39mc
52040819	Ericsson	T39M	T39mc
52040842	Ericsson	T39M	T39mc
52040843	Ericsson	T39M	T39mc
52040844	Ericsson	T39M	T39mc
52040845	Ericsson	T39M	T39mc
52040851	Ericsson	T39M	T39mc
52040861	Ericsson	T39M	T39mc
52040862	Ericsson	T39M	T39mc
52040863	Ericsson	T39M	T39mc
52040869	Ericsson	T39M	T39mc
52040871	Ericsson	T39M	T39mc
52040900	Ericsson	T39M	T39mc
52041000	Ericsson	T39M	T39mc
52041100	Ericsson	T29s	T29sc
52041119	Ericsson	T29s	T29sc
52041142	Ericsson	T29s	T29sc
52041143	Ericsson	T29s	T29sc
52041144	Ericsson	T29s	T29sc
52041145	Ericsson	T29s	T29sc
52041151	Ericsson	T29s	T29sc
52041161	Ericsson	T29s	T29sc
52041162	Ericsson	T29s	T29sc
52041163	Ericsson	T29s	T29sc
52041169	Ericsson	T29s	T29sc
52041171	Ericsson	T29s	T29sc
52041200	Ericsson	T29s	T29sc
52041271	Ericsson	1101602-BV	
52041300	Ericsson	T29s	T29sc
52041319	Ericsson	T29s	T29sc
52041342	Ericsson	T29s	T29sc
52041343	Ericsson	T29s	T29sc
52041344	Ericsson	T29s	T29sc
52041345	Ericsson	T29s	T29sc
52041351	Ericsson	T29s	T29sc
52041361	Ericsson	T29s	T29sc
52041362	Ericsson	T29s	T29sc
52041363	Ericsson	T29s	T29sc
52041369	Ericsson	T29s	T29sc
52041371	Ericsson	T29s	T29sc
52041400	Ericsson	T29s	T29sc
52041500	Ericsson	T29s	T29sc
52041600	Ericsson	1104602-CN	
52041662	Ericsson	1104602-CN	
52041671	Ericsson	1104602-CN	
52041700	Ericsson	1102602-CN	
52041800	Ericsson	T29s	T29sc
52041900	Ericsson	T29s	T29sc
52042000	Ericsson	T29s	T29sc
52042100	Ericsson	1101101-PD	
52042200	Quanta	Giya E320	
52042400	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042419	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042420	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042442	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042443	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042444	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042445	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042451	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042461	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042462	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042463	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042469	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042471	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042480	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042481	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042500	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042580	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042600	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042619	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042620	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042642	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042643	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042644	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042645	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042651	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042661	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042662	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042663	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042669	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042671	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042680	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042681	Ericsson	A3618	1101801-BV,A3618s,A3618sc
52042700	Conexant	Neon 2	
52042900	Ericsson	GSDM100DB	
52043000	Tresor Data	T101B	
52043001	Tresor Data	T101B	
52043100	Ericsson	T39M	T39mc
52043200	Ericsson	T39M	T39mc
52043300	Ericsson	T39M	T39mc
52043400	Ericsson	T39M	T39mc
52043500	Ericsson	T39M	T39mc
52043600	Standard Telecom	Nixxo NXG-8000	
52043700	Ericsson	R520m	R520mc
52043800	Ericsson	R520m	R520mc
52043851	Ericsson	R520m	R520mc
52043900	Ericsson	R520m	R520mc
52044000	Ericsson	R520m	R520mc
52044100	Ericsson	R520m	R520mc
52044200	Ericsson	R520m	R520mc
52044300	Ericsson	T39M	T39mc
52044319	Ericsson	T39M	T39mc
52044342	Ericsson	T39M	T39mc
52044343	Ericsson	T39M	T39mc
52044344	Ericsson	T39M	T39mc
52044345	Ericsson	T39M	T39mc
52044351	Ericsson	T39M	T39mc
52044361	Ericsson	T39M	T39mc
52044362	Ericsson	T39M	T39mc
52044363	Ericsson	T39M	T39mc
52044369	Ericsson	T39M	T39mc
52044371	Ericsson	T39M	T39mc
52044400	Ericsson	T39M	T39mc
52044471	Ericsson	T39M	T39mc
52044500	Ericsson	T39M	T39mc
52044519	Ericsson	T39M	T39mc
52044542	Ericsson	T39M	T39mc
52044543	Ericsson	T39M	T39mc
52044544	Ericsson	T39M	T39mc
52044545	Ericsson	T39M	T39mc
52044551	Ericsson	T39M	T39mc
52044561	Ericsson	T39M	T39mc
52044562	Ericsson	T39M	T39mc
52044563	Ericsson	T39M	T39mc
52044569	Ericsson	T39M	T39mc
52044571	Ericsson	T39M	T39mc
52044600	Mobilink Telecom	PLUTO	
52079000	Siemens	SX1	S30880-S6500,Sx1 K1
52900100	Ericsson	R290 Satellite	
52900119	Ericsson	R290 Satellite	
52900200	Ericsson	R290 Satellite	
52900300	Ericsson	R290 Satellite	
52900400	Ericsson	R290 Satellite	
52900500	Ericsson	R290 Satellite	
52900600	Ericsson	R290 Satellite	
53377000	Nokia	6100	NPL-2,NPL-2 (DCT-4)
54082600	Nokia	6210	NPE-3,NPE-3(NX)
63237500	Sony Ericsson	Z600	Z608
69728300	Nokia	6210	NPE-3,NPE-3(NX)
72580000	Motorola	SLVR L7	MQ4-4411F11,SLVR V8
86015403	ZTE	Z828TL	
86040000	Nokia	T7	RM-679,T7-00
86047000	Nokia	702T	RM-730
86092603	ZTE	Z981	
86093803	Huawei	ALE-L21	
86098803	ZUK	Z2131	
86122901	Huawei	Ascend G300	U8815
86173503	Xiaomi	Redmi Note 3	
86189501	Huawei	Y200	
86201102	OPPO	OPPO OPPO R815T	
86214902	Alcatel	MS3B	
86226102	Alcatel	972	
86251102	OPPO	OPPO OPPO R815T	
86253071	FNF	3GS	
86258902	Lenovo	IdeaTab A3000-H	
86263402	Lenovo	S930	
86264103	Oppo	CPH1607	
86269802	Huawei	G700-U10	
86270702	Alcatel	MTC 970H	
86277603	LeMobile	Le X820	
86279402	OCU	77X	
86302702	GAMING	DNS	
86305002	alps	UMI eMAX	hammer_S
86305201	AKAI	Q40H	
86307101	Quectel	M95	
86312302	alps	Honor 3C	
86336302	Lenovo	Lenovo A5500-HV	Lenovo A3500-H,Lenovo A3500-HV,Lenovo A5500-H,Lenovo A7-60HC
86343302	GOCLEVER	QUANTUM_400	
86343802	Lenovo	A3000-H	
86365703	Xiaomi	Redmi 3S	
86387502	MI	MI 2013022	MI 2014018, MI 3, Redmi Note,2013121,MI2S,Redmi 1S
86401101	TP-Link	M5350	
86404502	Huawei	Ultym5	
86426602	Lenovo	S939	
86429802	Huawei	Ascend	
86432402	Huawei	G7	
86435902	Philips	I908	
86437602	MI	MI 2013022	MI 2014018, MI 3, Redmi Note,2013121,MI2S,Redmi 1S
86440802	TCL	7045Y	
86449750	Huawei	MT7-L09	
86450302	Huawei	HONOR H30-L02	
86452702	Lenovo	S856	
86458702	1+	ONE A0001	ONE A1001,ONEPLUS A0001
86459202	Kata	M3	
86464502	Xiaomi	Mi (2013023)	
86482602	Oppo	Find 7	
86489502	Xiaomi	MI 4W	
86493402	MI	MI 2013022	MI 2014018, MI 3, Redmi Note,2013121,MI2S,Redmi 1S
86496502	ZTE	X9180	
86512702	Lenovo	A850	
